k1_m2,k2_m2,half_trace_x,half_trace_y,stable,qx_principal,qy_principal
-14.26,,-2.966055165461982,7.70872818984905,False,,
-14.255,,-2.9651102735301054,7.706165090056255,False,,
-14.25,,-2.9641653111594364,7.703602142264896,False,,
-14.245,,-2.9632202783477934,7.7010393464705835,False,,
-14.24,,-2.9622751750929988,7.6984767026689305,False,,
-14.235,,-2.9613300013928705,7.695914210855543,False,,
-14.23,,-2.960384757245226,7.693351871026032,False,,
-14.225,,-2.959439442647887,7.690789683176006,False,,
-14.22,,-2.9584940575986725,7.688227647301078,False,,
-14.215,,-2.9575486020954016,7.685665763396855,False,,
-14.21,,-2.9566030761358926,7.683104031458948,False,,
-14.205,,-2.9556574797179636,7.680542451482964,False,,
-14.2,,-2.9547118128394367,7.677981023464518,False,,
-14.195,,-2.9537660754981294,7.67541974739922,False,,
-14.19,,-2.95282026769186,7.672858623282677,False,,
-14.185,,-2.9518743894184496,7.6702976511105,False,,
-14.18,,-2.950928440675714,7.667736830878303,False,,
-14.175,,-2.9499824214614745,7.665176162581693,False,,
-14.17,,-2.9490363317735486,7.662615646216282,False,,
-14.165,,-2.9480901716097563,7.660055281777682,False,,
-14.16,,-2.9471439409679148,7.657495069261499,False,,
-14.155,,-2.9461976398458454,7.654935008663349,False,,
-14.15,,-2.945251268241364,7.6523750999788405,False,,
-14.145,,-2.9443048261522886,7.649815343203585,False,,
-14.14,,-2.943358313576442,7.647255738333197,False,,
-14.135,,-2.942411730511638,7.644696285363283,False,,
-14.13,,-2.9414650769556987,7.642136984289456,False,,
-14.125,,-2.94051835290644,7.6395778351073265,False,,
-14.12,,-2.939571558361682,7.637018837812506,False,,
-14.115,,-2.938624693319243,7.634459992400609,False,,
-14.11,,-2.937677757776939,7.631901298867245,False,,
-14.105,,-2.9367307517325916,7.6293427572080255,False,,
-14.1,,-2.935783675184017,7.626784367418561,False,,
-14.095,,-2.9348365281290336,7.624226129494469,False,,
-14.09,,-2.93388931056546,7.621668043431354,False,,
-14.085,,-2.9329420224911145,7.619110109224833,False,,
-14.08,,-2.931994663903814,7.616552326870515,False,,
-14.075,,-2.931047234801377,7.6139946963640135,False,,
-14.07,,-2.9300997351816225,7.611437217700943,False,,
-14.065,,-2.9291521650423684,7.608879890876915,False,,
-14.06,,-2.9282045243814308,7.606322715887541,False,,
-14.055,,-2.9272568131966286,7.603765692728432,False,,
-14.05,,-2.92630903148578,7.601208821395202,False,,
-14.045,,-2.9253611792467016,7.5986521018834665,False,,
-14.04,,-2.924413256477213,7.596095534188833,False,,
-14.035,,-2.923465263175131,7.593539118306918,False,,
-14.03,,-2.922517199338272,7.590982854233333,False,,
-14.025,,-2.9215690649644555,7.588426741963694,False,,
-14.02,,-2.9206208600514985,7.585870781493609,False,,
-14.015,,-2.919672584597217,7.583314972818693,False,,
-14.01,,-2.918724238599431,7.5807593159345625,False,,
-14.005,,-2.9177758220559564,7.578203810836831,False,,
-14.0,,-2.916827334964611,7.575648457521105,False,,
-13.995,,-2.9158787773232113,7.573093255983004,False,,
-13.99,,-2.9149301491295754,7.57053820621814,False,,
-13.985,,-2.913981450381521,7.567983308222127,False,,
-13.98,,-2.913032681076865,7.565428561990579,False,,
-13.975,,-2.9120838412134225,7.562873967519108,False,,
-13.97,,-2.9111349307890144,7.560319524803333,False,,
-13.965,,-2.9101859498014564,7.557765233838861,False,,
-13.96,,-2.9092368982485652,7.5552110946213125,False,,
-13.955,,-2.908287776128155,7.552657107146295,False,,
-13.95,,-2.907338583438047,7.550103271409428,False,,
-13.945,,-2.906389320176057,7.547549587406328,False,,
-13.94,,-2.905439986340001,7.544996055132601,False,,
-13.935,,-2.9044905819276967,7.542442674583871,False,,
-13.93,,-2.9035411069369603,7.539889445755744,False,,
-13.925,,-2.9025915613656084,7.537336368643839,False,,
-13.92,,-2.901641945211458,7.53478344324377,False,,
-13.915,,-2.9006922584723265,7.5322306695511525,False,,
-13.91,,-2.8997425011460303,7.529678047561605,False,,
-13.905,,-2.8987926732303846,7.527125577270734,False,,
-13.9,,-2.897842774723207,7.524573258674161,False,,
-13.895,,-2.896892805622314,7.5220210917675,False,,
-13.89,,-2.8959427659255224,7.519469076546365,False,,
-13.885,,-2.894992655630647,7.516917213006369,False,,
-13.879999999999999,,-2.894042474735506,7.514365501143136,False,,
-13.875,,-2.8930922232379155,7.511813940952273,False,,
-13.87,,-2.892141901135691,7.509262532429398,False,,
-13.865,,-2.8911915084266493,7.506711275570129,False,,
-13.86,,-2.8902410451086067,7.504160170370079,False,,
-13.855,,-2.8892905111793796,7.501609216824865,False,,
-13.85,,-2.888339906636782,7.499058414930101,False,,
-13.845,,-2.887389231478634,7.4965077646814064,False,,
-13.84,,-2.8864384857027465,7.4939572660743945,False,,
-13.835,,-2.88548766930694,7.4914069191046835,False,,
-13.83,,-2.884536782289029,7.4888567237678885,False,,
-13.825,,-2.883585824646828,7.486306680059625,False,,
-13.82,,-2.8826347963781545,7.48375678797551,False,,
-13.815,,-2.8816836974808235,7.4812070475111625,False,,
-13.81,,-2.8807325279526514,7.478657458662196,False,,
