model,name,pair,kind,species,charge_units,witness_bunch_charge_C,step_since_t0,time_s,time_fs,time_ps,time_since_t0_fs,time_since_t0_ps,source_active,source_z_m,source_sigma_x_m,source_sigma_y_m,source_sigma_z_m,source_plus_3sigma_z_m,source_charge_C,x_m,y_m,z_abs_m,s_minus_ip_m,x_um,y_um,s_minus_ip_mm,px,py,pz,gamma,kinetic_keV,Ex_V_per_m,Ey_V_per_m,Ez_V_per_m,Bx_T,By_T,Bz_T,E_abs_V_per_m,B_abs_T
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2000,1.4e-11,14000,14.0,10000.000000000002,10.000000000000002,True,0.0062979180863438795,0.0015165702162226408,0.001518176330213163,0.0006500264006051973,0.008247997288159472,-2.0027207925e-09,1.944328571202042e-06,0.0,0.008596279001922232,0.0025962790019222314,1.9443285712020422,0.0,2.5962790019222313,6.322302902490106e-09,0.0,1.7320512842012068,2.00000041277572,510.99916092795945,-18.04796393229919,0.0,-25.47220775131574,0.0,-6.020139719291196e-08,0.0,31.21798151430938,6.020139719291196e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2020,1.4099999999999998e-11,14100,14.099999999999998,10100.0,10.1,True,0.006327897267207318,0.001527430786437219,0.00152904813655037,0.0006508154913374468,0.008280343741219658,-2.0027207925e-09,1.944328667041244e-06,0.0,0.008622241792160272,0.0026222417921602723,1.9443286670412439,0.0,2.6222417921602723,6.465616948267692e-09,0.0,1.7320512857027932,2.0000004140761316,510.9991615924685,-18.43881447675138,0.0,-25.73075353311135,0.0,-6.150513145113056e-08,0.0,31.65535589264127,6.150513145113056e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2040,1.42e-11,14200,14.2,10200.000000000002,10.200000000000001,True,0.006357876448070758,0.0015382913559696663,0.0015399199411512733,0.0006516092242530639,0.008312704120829949,-2.0027207925e-09,1.9443287650518425e-06,0.0,0.008648204582403968,0.0026482045824039683,1.9443287650518424,0.0,2.6482045824039684,6.612033617571571e-09,0.0,1.7320512872196745,2.0000004153897897,510.99916226374637,-18.83785011323088,0.0,-25.993855621003892,0.0,-6.283616817837255e-08,0.0,32.10210471190555,6.283616817837255e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2060,1.4299999999999998e-11,14300,14.299999999999999,10300.0,10.299999999999999,True,0.006387855628934196,0.0015491519248368492,0.0015507917440337941,0.0006524075824790434,0.008345078376371325,-2.0027207925e-09,1.944328865280829e-06,0.0,0.008674167372653379,0.0026741673726533785,1.9443288652808288,0.0,2.6741673726533786,6.761617685876549e-09,0.0,1.7320512887521207,2.000000416716927,510.99916294191223,-19.245188626724385,0.0,-26.261583439774306,0.0,-6.419490026221203e-08,0.0,32.55837910649775,6.419490026221203e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2080,1.44e-11,14400,14.4,10400.000000000002,10.4,True,0.006417834809797635,0.0015600124930426273,0.0015616635451960266,0.0006532105491226563,0.008377466457165604,-2.0027207925e-09,1.944328967776172e-06,0.0,0.008700130162908562,0.002700130162908562,1.9443289677761721,0.0,2.700130162908562,6.914434854931814e-09,0.0,1.7320512903004035,2.0000004180577795,510.9991636270864,-19.660947918487192,0.0,-26.534006514895957,0.0,-6.558172097805264e-08,0.0,33.0243300429548,6.558172097805264e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2100,1.4499999999999998e-11,14500,14.499999999999998,10500.0,10.5,True,0.006447813990661073,0.0015708730605655484,0.0015725353446095366,0.0006540181072610074,0.008409868312444096,-2.0027207925e-09,1.944329072586834e-06,0.0,0.008726092953169576,0.0027260929531695757,1.9443290725868339,0.0,2.7260929531695757,7.0705517534309635e-09,0.0,1.732051291864802,2.000000419412588,510.9991643193922,-20.085245940510113,0.0,-26.811194432430707,0.0,-6.699702377053305e-08,0.0,33.5001082294428,6.699702377053305e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2120,1.46e-11,14600,14.6,10600.0,10.600000000000001,True,0.006477793171524512,0.0015817336273462564,0.0015834071422131707,0.000654830239933044,0.008442283891323645,-2.0027207925e-09,1.9443291797627805e-06,0.0,0.008752055743436482,0.0027520557434364823,1.9443291797627804,0.0,2.7520557434364825,7.230035937164278e-09,0.0,1.732051293445596,2.0000004207815962,510.9991650189539,-20.518200629269103,0.0,-27.093216797979217,0.0,-6.844120203254008e-08,0.0,33.985864024991955,6.844120203254008e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2140,1.4699999999999998e-11,14700,14.699999999999998,10700.0,10.7,True,0.006507772352387951,0.0015925941932821823,0.0015942789379102605,0.0006556469301381697,0.008474713142802459,-2.0027207925e-09,1.944329289355e-06,0.0,0.008778018533709346,0.002778018533709346,1.944329289355,0.0,2.778018533709346,7.392955888652635e-09,0.0,1.7320512950430738,2.0000004221650527,510.99916572589865,-20.959929840141463,0.0,-27.380143195147063,0.0,-6.991464888644516e-08,0.0,34.48174734972708,6.991464888644516e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2160,1.48e-11,14800,14.8,10800.0,10.8,True,0.00653775153325139,0.0016034547582361894,0.0016051507315685753,0.0006564681608444764,0.00850715601578482,-2.0027207925e-09,1.9443294014155103e-06,0.0,0.008803981323988226,0.0028039813239882257,1.9443294014155104,0.0,2.803981323988226,7.55938101627276e-09,0.0,1.7320512966575223,2.0000004235632063,510.9991664403537,-21.410551283655856,0.0,-27.672043143929155,0.0,-7.141775697145768e-08,0.0,34.9879075971904,7.141775697145768e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2180,1.4899999999999998e-11,14900,14.899999999999999,10900.0,10.899999999999999,True,0.006567730714114828,0.0016143153220486098,0.001616022523031958,0.0006572939149991233,0.008539612459112198,-2.0027207925e-09,1.9443295159973806e-06,0.0,0.008829944114273187,0.0028299441142731873,1.9443295159973806,0.0,2.829944114273187,7.72938165287987e-09,0.0,1.7320512982892358,2.0000004249763115,510.99916716244894,-21.870182461351835,0.0,-27.968986058346157,0.0,-7.295091822967593e-08,0.0,35.50449354694111,7.295091822967593e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2200,1.5e-11,15000,15.0,11000.0,11.0,True,0.006597709894978268,0.001625175884548946,0.0016268943121322983,0.0006581241755323252,0.008572082421575243,-2.0027207925e-09,1.9443296331547377e-06,0.0,0.008855906904564297,0.002855906904564297,1.9443296331547377,0.0,2.855906904564297,7.903029053914043e-09,0.0,1.732051299938512,2.000000426404627,510.9991678923168,-22.338940598388863,0.0,-28.27104120247027,0.0,-7.451452368129546e-08,0.0,36.03165327500416,7.451452368129546e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2220,1.51e-11,15100,15.100000000000001,11100.000000000002,11.100000000000003,True,0.006627689075841707,0.001636036445564927,0.001637766098700816,0.0006589589253607414,0.008604565851923932,-2.0027207925e-09,1.9443297529427846e-06,0.0,0.008881869694861618,0.0028818696948616183,1.9443297529427845,0.0,2.8818696948616185,8.080395394972316e-09,0.0,1.732051301605654,2.0000004278484145,510.99916863009054,-22.81694257492027,0.0,-28.578277645421487,0.0,-7.610896319569769e-08,0.0,36.56953406383525,7.610896319569769e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2240,1.52e-11,15200,15.2,11200.0,11.200000000000001,True,0.006657668256705145,0.0016468970049275066,0.0016486378825748957,0.0006597981473914698,0.008637062698879554,-2.0027207925e-09,1.9443298754178153e-06,0.0,0.008907832485165223,0.002907832485165223,1.9443298754178153,0.0,2.907832485165223,8.26155376883862e-09,0.0,1.7320513032909672,2.0000004293079385,510.9991693759058,-23.304304856765437,0.0,-28.89076421548933,0.0,-7.77346252601978e-08,0.0,37.118282312252276,7.77346252601978e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2260,1.53e-11,15300,15.3,11300.000000000002,11.300000000000002,True,0.006687647437568584,0.0016577575624770083,0.0016595096636000965,0.0006606418245271406,0.008669572911150007,-2.0027207925e-09,1.944330000637224e-06,0.0,0.008933795275475179,0.0029337952754751786,1.944330000637224,0.0,2.9337952754751786,8.446578181966793e-09,0.0,1.7320513049947603,2.0000004307834667,510.9991701298992,-23.801143425533617,0.0,-29.208569453468435,0.0,-7.939189674696326e-08,0.0,37.678043445499014,7.939189674696326e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2280,1.54e-11,15400,15.4,11400.0,11.4,True,0.006717626618432023,0.0016686181180717893,0.0016703814416332364,0.00066148993967083,0.008702096437444512,-2.0027207925e-09,1.94433012865952e-06,0.0,0.008959758065791556,0.002959758065791556,1.94433012865952,0.0,2.959758065791556,8.635543550410475e-09,0.0,1.732051306717349,2.0000004322752725,510.9991708922103,-24.30757370770949,0.0,-29.531761565096673,0.0,-8.108116267646938e-08,0.0,38.24896182504109,8.108116267646938e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2300,1.55e-11,15500,15.500000000000002,11500.000000000002,11.500000000000002,True,0.006747605799295462,0.0016794786715916513,0.0016812532165503312,0.000662342475727817,0.008734633226478912,-2.0027207925e-09,1.9443302595443452e-06,0.0,0.008985720856114423,0.002985720856114423,1.9443302595443452,0.0,2.985720856114423,8.82852569518795e-09,0.0,1.7320513084590505,2.0000004337836303,510.9991716629797,-24.8237105017254,0.0,-29.86040837228341,0.0,-8.280280597423886e-08,0.0,38.83118065721161,8.280280597423886e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2320,1.56e-11,15600,15.6,11600.0,11.600000000000001,True,0.006777584980158901,0.0016903392229394966,0.001692124988253417,0.000663199415609517,0.008767183226987451,-2.0027207925e-09,1.9443303933524832e-06,0.0,0.009011683646443855,0.0030116836464438544,1.9443303933524831,0.0,3.0116836464438546,9.025601337073879e-09,0.0,1.7320513102201867,2.0000004353088188,510.99917244234933,-25.349667905026617,0.0,-30.194577263746563,0.0,-8.455720722755826e-08,0.0,39.424841902428696,8.455720722755826e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2340,1.57e-11,15700,15.700000000000001,11700.000000000002,11.700000000000003,True,0.00680756416102234,0.0017011997720436168,0.0017029967566728518,0.0006640607422356582,0.008799746387729315,-2.0027207925e-09,1.9443305301458736e-06,0.0,0.009037646436779921,0.003037646436779921,1.9443305301458735,0.0,3.037646436779921,9.226848090812091e-09,0.0,1.7320513120010834,2.000000436851121,510.9991732304642,-25.885559239666577,0.0,-30.534335144652417,0.0,-8.634474443729104e-08,0.0,40.0300861837224,8.634474443729104e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2360,1.58e-11,15800,15.799999999999999,11800.0,11.8,True,0.006837543341885778,0.0017120603188576367,0.0017138685217657646,0.0006649264385364412,0.008832322657495102,-2.0027207925e-09,1.944330669987628e-06,0.0,0.009063609227122696,0.0030636092271226958,1.9443306699876282,0.0,3.063609227122696,9.432344458740926e-09,0.0,1.7320513138020703,2.0000004384108214,510.99917402746945,-26.431496977182498,0.0,-30.879748385479765,0.0,-8.816579276729003e-08,0.0,40.64705269518748,8.816579276729003e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2380,1.59e-11,15900,15.900000000000002,11900.000000000002,11.900000000000002,True,0.006867522522749217,0.0017229208633586296,0.0017247402835119947,0.0006657964874548896,0.008864911985113886,-2.0027207925e-09,1.9443308129420405e-06,0.0,0.00908957201747226,0.0030895720174722602,1.9443308129420405,0.0,3.08957201747226,9.642169823825797e-09,0.0,1.73205131562348,2.0000004399882085,510.9991748335126,-26.98759266287717,0.0,-31.230882770171554,0.0,-9.002072429182932e-08,0.0,41.27587911046329,9.002072429182932e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2400,1.6e-11,16000,16.0,12000.0,12.0,True,0.0068975017036126554,0.001733781405542262,0.001735612041912688,0.000666670871947697,0.008897514319455745,-2.0027207925e-09,1.944330959074601e-06,0.0,0.009115534807828691,0.0031155348078286908,1.9443309590746012,0.0,3.115534807828691,9.856404442091936e-09,0.0,1.7320513174656513,2.000000441583576,510.99917564874363,-27.553956838857406,0.0,-31.587803443400606,0.0,-9.19099077388886e-08,0.0,41.916701490653196,9.19099077388886e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2420,1.61e-11,16100,16.1,12100.000000000002,12.100000000000001,True,0.0069274808844760945,0.0017446419454170703,0.0017464837969916964,0.0006675495749856946,0.00893012960943318,-2.0027207925e-09,1.9443311084520106e-06,0.0,0.009141497598192064,0.0031414975981920636,1.9443311084520105,0.0,3.1414975981920636,1.0075129434449127e-08,0.0,1.7320513193289249,2.000000443197218,510.99917647331307,-28.130698966252805,0.0,-31.95057485711002,0.0,-9.383370823070354e-08,0.0,42.56965419203834,9.383370823070354e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2440,1.62e-11,16200,16.2,12200.0,12.200000000000001,True,0.006957460065339533,0.0017555024829992638,0.0017573555487964301,0.0006684325795561287,0.00896275780400792,-2.0027207925e-09,1.944331261142191e-06,0.0,0.009167460388562457,0.003167460388562457,1.944331261142191,0.0,3.167460388562457,1.029842677790556e-08,0.0,1.7320513212136461,2.000000444829435,510.9991773073743,-28.717927347583597,0.0,-32.319260716646156,0.0,-9.579248702481331e-08,0.0,43.23486977442672,9.579248702481331e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2460,1.63e-11,16300,16.3,12300.000000000002,12.300000000000002,True,0.006987439246202973,0.0017663630183099338,0.001768227297387942,0.0006693198686669513,0.008995398852203827,-2.0027207925e-09,1.9443314172142977e-06,0.0,0.009193423178939954,0.003193423178939954,1.9443314172142978,0.0,3.193423178939954,1.0526379296172984e-08,0.0,1.7320513231201642,2.000000446480528,510.9991781510811,-29.31574904953077,0.0,-32.693923926581476,0.0,-9.778660125645006e-08,0.0,43.91247891035259,9.778660125645006e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2480,1.64e-11,16400,16.4,12400.0,12.4,True,0.007017418427066411,0.0017772235513763988,0.0017790990428287407,0.000670211425348048,0.009028052703110554,-2.0027207925e-09,1.944331576738738e-06,0.0,0.009219385969324638,0.003219385969324638,1.9443315767387381,0.0,3.219385969324638,1.075907064965806e-08,0.0,1.7320513250488316,2.000000448150803,510.99917900458985,-29.9242698239128,0.0,-33.07462653561924,0.0,-9.981640367494614e-08,0.0,44.60261029317709,9.981640367494614e-08
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2500,1.65e-11,16500,16.5,12500.000000000002,12.500000000000002,True,0.00704739760792985,0.0017880840822305426,0.0017899707851763316,0.0006711072326472085,0.009060719305871476,-2.0027207925e-09,1.9443317397871776e-06,0.0,0.009245348759716592,0.003245348759716592,1.9443317397871775,0.0,3.245348759716592,1.0996585324822483e-08,0.0,1.7320513270000033,2.0000004498405675,510.9991798680577,-30.543594025958328,0.0,-33.46142968029463,0.0,-1.0188224237112177e-07,0.0,45.30539054319982,1.0188224237112177e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2520,1.66e-11,16600,16.599999999999998,12600.0,12.6,True,0.007077376788793288,0.0017989446109058982,0.0018008425244781653,0.0006720072736255772,0.00909339860967002,-2.0027207925e-09,1.944331906432554e-06,0.0,0.009271311550115902,0.0032713115501159015,1.944331906432554,0.0,3.2713115501159016,1.1239008622898024e-08,0.0,1.7320513289740398,2.0000004515501333,510.999180741644,-31.17382453184762,0.0,-33.85439352809322,0.0,-1.0398446050223359e-07,0.0,46.02094411349494,1.0398446050223359e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2540,1.67e-11,16700,16.700000000000003,12700.000000000002,12.700000000000003,True,0.007107355969656727,0.0018098051374368575,0.0018117142607663994,0.0006729115313545617,0.009126090563720412,-2.0027207925e-09,1.9443320767490897e-06,0.0,0.00929727434052265,0.0032972743405226494,1.9443320767490897,0.0,3.2972743405226494,1.1486426647953822e-08,0.0,1.7320513309713035,2.0000004532798146,510.9991816255093,-31.81506265639591,0.0,-34.25357722030215,0.0,-1.0612339601739623e-07,0.0,46.749393196250146,1.0612339601739623e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2560,1.68e-11,16800,16.8,12800.0,12.8,True,0.007137335150520166,0.0018206656618540503,0.0018225859940573684,0.0006738199889158516,0.00915879511726772,-2.0027207925e-09,1.9443322508123042e-06,0.0,0.009323237130936926,0.003323237130936926,1.9443322508123042,0.0,3.323237130936926,1.173892629432085e-08,0.0,1.7320513329921607,2.0000004550299284,510.99918251981563,-32.46740807185566,0.0,-34.659038814887914,0.0,-1.0829938138673672e-07,0.0,47.490857630456674,1.0829938138673672e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2580,1.69e-11,16900,16.900000000000002,12900.000000000002,12.900000000000002,True,0.007167314331383605,0.0018315261841741661,0.0018334577243542141,0.0006747326294033058,0.009191512219593523,-2.0027207925e-09,1.9443324286990246e-06,0.0,0.009349199921358818,0.003349199921358818,1.9443324286990247,0.0,3.349199921358818,1.1996595233381077e-08,0.0,1.7320513350369828,2.0000004568007967,510.99918342472756,-33.13095872752382,0.0,-35.070835229322526,0.0,-1.105127433332334e-07,0.0,48.24545481065731,1.105127433332334e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2600,1.7e-11,17000,17.0,13000.0,13.0,True,0.007197293512247043,0.0018423867043941499,0.0018443294516440598,0.0006756494359205381,0.009224241820008658,-2.0027207925e-09,1.9443326104874e-06,0.0,0.009375162711788423,0.0033751627117884226,1.9443326104873997,0.0,3.3751627117884224,1.2259521899716689e-08,0.0,1.7320513371061415,2.0000004585927407,510.99918434040893,-33.80581076720686,0.0,-35.48902218254585,0.0,-1.1276380255740983e-07,0.0,49.01329959410436,1.1276380255740983e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2620,1.71e-11,17100,17.1,13100.000000000002,13.100000000000001,True,0.007227272693110483,0.001853247222493643,0.001855201175892275,0.0006765703915744356,0.009256983867833789,-2.0027207925e-09,1.944332796256909e-06,0.0,0.009401125502225827,0.0034011255022258265,1.944332796256909,0.0,3.4011255022258267,1.2527795476602175e-08,0.0,1.732051339200014,2.0000004604060875,510.9991852670273,-34.49205844443484,0.0,-35.91365413609865,0.0,-1.1505287345451973e-07,0.0,49.79450420620356,1.1505287345451973e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2640,1.72e-11,17200,17.2,13200.0,13.200000000000001,True,0.007257251873973921,0.0018641077384313896,0.0018660728970478397,0.0006774954794709206,0.009289738312386683,-2.0027207925e-09,1.944332986088372e-06,0.0,0.009427088292671125,0.003427088292671125,1.944332986088372,0.0,3.427088292671125,1.2801505880833477e-08,0.0,1.7320513413189782,2.0000004622411645,510.9991862047497,-35.18979403860503,0.0,-36.344784235346225,0.0,-1.1738026383483289e-07,0.0,50.5891781470436,1.1738026383483289e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2660,1.73e-11,17300,17.3,13300.000000000002,13.300000000000002,True,0.00728723105483736,0.0018749682521443066,0.0018769446150507397,0.0006784246827154376,0.009322505102983674,-2.0027207925e-09,1.944333180063964e-06,0.0,0.009453051083124412,0.0034530510831244123,1.944333180063964,0.0,3.453051083124412,1.3080743746905855e-08,0.0,1.7320513434634188,2.0000004640983047,510.9991871537464,-35.89910777327503,0.0,-36.78246425125148,0.0,-1.19746274651091e-07,0.0,51.397428100166735,1.19746274651091e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2680,1.74e-11,17400,17.4,13400.0,13.4,True,0.0073172102357007985,0.001885828763552591,0.001887816329837048,0.0006793579844169977,0.009355284188951792,-2.0027207925e-09,1.9443333782672214e-06,0.0,0.009479013873585782,0.0034790138735857814,1.9443333782672214,0.0,3.479013873585781,1.3365600410556072e-08,0.0,1.7320513456337214,2.000000465977842,510.99918811418803,-36.62008773621067,0.0,-37.22674452263393,0.0,-1.2215119973181672e-07,0.0,52.219357843248346,1.2215119973181672e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2700,1.75e-11,17500,17.5,13500.000000000002,13.500000000000002,True,0.007347189416564238,0.0018966892725693013,0.0018986880413412253,0.0006802953676901157,0.009388075519634585,-2.0027207925e-09,1.9443335807830587e-06,0.0,0.009504976664055335,0.003504976664055335,1.9443335807830586,0.0,3.504976664055335,1.3656167891673073e-08,0.0,1.7320513478302741,2.0000004678801124,510.9991890862462,-37.35281979862831,0.0,-37.67767389815986,0.0,-1.245953255119355e-07,0.0,53.05506815832844,1.245953255119355e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2720,1.76e-11,17600,17.599999999999998,13600.0,13.6,True,0.007377168597427676,0.001907549779107055,0.001909559749498824,0.0006812368156575814,0.009420879044400421,-2.0027207925e-09,1.9443337876977714e-06,0.0,0.009530939454533162,0.0035309394545331614,1.9443337876977713,0.0,3.5309394545331614,1.3952538876577034e-08,0.0,1.7320513500534678,2.000000469805455,510.9991900700942,-38.0973875352815,0.0,-38.1352996785514,0.0,-1.2707893076621391e-07,0.0,53.90465674305277,1.2707893076621391e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2740,1.77e-11,17700,17.7,13700.000000000002,13.700000000000001,True,0.007407147778291115,0.0019184102830824617,0.0019204314542490928,0.0006821823114549393,0.009453694712655933,-2.0027207925e-09,1.944333999099051e-06,0.0,0.009556902245019375,0.0035569022450193753,1.9443339990990511,0.0,3.5569022450193755,1.4254806699675355e-08,0.0,1.7320513523036976,2.0000004717542113,510.99919106590664,-38.8538721459272,0.0,-38.599667559214815,0.0,-1.296022863473e-07,0.0,54.76821812341495,1.296022863473e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2760,1.78e-11,17800,17.8,13800.0,13.8,True,0.007437126959154554,0.0019292707844199416,0.0019313031555374537,0.0006831318382343424,0.009486522473857582,-2.0027207925e-09,1.944334215075994e-06,0.0,0.009582865035514074,0.0035828650355140736,1.944334215075994,0.0,3.5828650355140734,1.4563065324502467e-08,0.0,1.7320513545813587,2.000000473726724,510.9991920738586,-39.62235237709286,0.0,-39.070821573010825,0.0,-1.321656549247665e-07,0.0,55.64584356701374,1.321656549247665e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2780,1.79e-11,17900,17.900000000000002,13900.000000000002,13.900000000000002,True,0.007467106140017993,0.0019401312830552766,0.0019421748533164616,0.0006840853791688369,0.009519362277524503,-2.0027207925e-09,1.944334435719106e-06,0.0,0.00960882782601736,0.0036088278260173606,1.944334435719106,0.0,3.6088278260173605,1.4877409324147913e-08,0.0,1.7320513568868527,2.0000004757233403,510.9991930941274,-40.40290444472694,0.0,-39.548804033376626,0.0,-1.3476929072710166e-07,0.0,56.53762099735152,1.3476929072710166e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2800,1.8e-11,18000,18.0,14000.0,14.0,True,0.007497085320881431,0.001950991778938376,0.001953046547544776,0.0006850429174548114,0.009552214073245866,-2.0027207925e-09,1.9443346611203177e-06,0.0,0.009634790616529342,0.003634790616529342,1.9443346611203176,0.0,3.634790616529342,1.5197933861075827e-08,0.0,1.7320513592205806,2.0000004777444085,510.9991941268911,-41.195601956676114,0.0,-40.03365547750901,0.0,-1.3741343928312142e-07,0.0,57.44363490818442,1.3741343928312142e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2820,1.81e-11,18100,18.1,14100.000000000002,14.100000000000001,True,0.0075270645017448705,0.001961852272032198,0.0019639182381889038,0.0006860044363131136,0.009585077810684212,-2.0027207925e-09,1.94433489137299e-06,0.0,0.00966075340705012,0.0036607534070501203,1.9443348913729899,0.0,3.6607534070501204,1.5524734666335577e-08,0.0,1.7320513615829451,2.000000479790276,510.99919517232723,-42.00051583530933,0.0,-40.52541460972565,0.0,-1.4009833716387157e-07,0.0,58.36396627819459,1.4009833716387157e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2840,1.82e-11,18200,18.2,14200.0,14.2,True,0.007557043682608309,0.001972712762310518,0.0019747899252272392,0.0006869699189921746,0.009617953439584832,-2.0027207925e-09,1.9443351265719216e-06,0.0,0.009686716197579805,0.0036867161975798046,1.9443351265719215,0.0,3.6867161975798046,1.5857908018171146e-08,0.0,1.7320513639743536,2.0000004818612966,510.9991962306167,-42.817714242020905,0.0,-41.02411824559267,0.0,-1.4282421173079793e-07,0.0,59.29869248760658,1.4282421173079793e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2860,1.83e-11,18300,18.3,14300.000000000002,14.300000000000002,True,0.007587022863471748,0.001983573249753607,0.001985661608651187,0.0006879393487739118,0.009650840909793483,-2.0027207925e-09,1.9443353668133616e-06,0.0,0.009712678988118506,0.003712678988118506,1.9443353668133616,0.0,3.712678988118506,1.61975507200466e-08,0.0,1.7320513663952148,2.000000483957824,510.99919730193994,-43.64726250428916,0.0,-41.529801257044575,0.0,-1.455912808924404e-07,0.0,60.247887237379096,1.455912808924404e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2880,1.84e-11,18400,18.4,14400.0,14.4,True,0.007617002044335186,0.001994433734346674,0.001996533288463329,0.0006889127089808836,0.009683740171277837,-2.0027207925e-09,1.944335612195009e-06,0.0,0.009738641778666336,0.0037386417786663354,1.9443356121950093,0.0,3.7386417786663353,1.654376007810465e-08,0.0,1.732051368845939,2.000000486080214,510.99919838647895,-44.489223044475715,0.0,-42.04249651832564,0.0,-1.4839975286693378e-07,0.0,61.211620470254935,1.4839975286693378e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2900,1.85e-11,18500,18.5,14500.000000000002,14.500000000000002,True,0.007646981225198626,0.0020052942160816768,0.002007404964677218,0.0006898899829764628,0.009716651174128014,-2.0027207925e-09,1.944335862816031e-06,0.0,0.009764604569223404,0.003764604569223404,1.9443358628160312,0.0,3.7646045692234043,1.6896633878055335e-08,0.0,1.7320513713269374,2.000000488228822,510.9991994844153,-45.34365530586947,0.0,-42.56223485143012,0.0,-1.5124982593531732e-07,0.0,62.18995828946822,1.5124982593531732e-07
analytic Gaussian c0,Te-4,4,2,electron,-1,-9.613059803999999e-19,2920,1.86e-11,18600,18.599999999999998,14600.0,14.6,True,0.007676960406062064,0.002016154694958509,0.0020182766373183334,0.0006908711541639702,0.009749573868553974,-2.0027207925e-09,1.9443361187770584e-06,0.0,0.009790567359789826,0.0037905673597898263,1.9443361187770585,0.0,3.790567359789826,1.7256270361485077e-08,0.0,1.7320513738386243,2.0000004904040067,510.99920059593256,-46.21061567921628,0.0,-43.089044972035545,0.0,-1.541416881964648e-07,0.0,63.182962878091836,1.541416881964648e-07
