variable,fixed_variable,fixed_value,richardson_levels,coarse,fine,metric,order
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-11,3.000000000000e-12,scaled_max_error,1.672233070165e+00
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-11,3.000000000000e-12,abs_R16,1.705830601611e+00
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-11,3.000000000000e-12,abs_R26,1.761075682070e+00
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-11,3.000000000000e-12,difference_from_finest_dt,7.195996759977e-01
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-12,1.000000000000e-12,scaled_max_error,1.247220612537e+00
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-12,1.000000000000e-12,abs_R16,1.471402345107e+00
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-12,1.000000000000e-12,abs_R26,6.302772300400e-01
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-12,1.000000000000e-12,difference_from_finest_dt,2.057522271987e-01
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-12,3.000000000000e-13,scaled_max_error,-1.738885184214e+00
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-12,3.000000000000e-13,abs_R16,-1.610416076093e+00
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-12,3.000000000000e-13,abs_R26,-1.196813105740e+00
dt_s,epsilon,1.000000000000e-06,1,1.000000000000e-12,3.000000000000e-13,difference_from_finest_dt,4.688553678510e-01
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-13,1.000000000000e-13,scaled_max_error,-1.447403596035e-01
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-13,1.000000000000e-13,abs_R16,2.739478502237e+00
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-13,1.000000000000e-13,abs_R26,-2.977140774497e-01
dt_s,epsilon,3.000000000000e-06,1,3.000000000000e-11,1.000000000000e-11,scaled_max_error,1.953543422388e+00
dt_s,epsilon,3.000000000000e-06,1,3.000000000000e-11,1.000000000000e-11,abs_R16,1.970180891892e+00
